STATE,STATEFIPS,COUNTY,COUNTYFIPS,ID,adjust,GEO,YEAR,TP-TotPop,freshPer,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial
NY,36,Sullivan County,105,36105,,0500000US36105,2015,74.877,1.294122361,36.289,8.227,44.516,3.7,0,3.7,86.07,0,86.07,89.77,0,89.77,30.361,2.28,0,2.28,75,3.34,75,5.62,0,0,0,0,0,0,0,0,0,0.09,0.43,0.52,--,0.5,0.79,0.01,0,0.8,0.01,0.03,0.04,--,0.04,0.08,0.01,0,0.09,0.08,0.4,0.48,--,0.46,0.71,0,0,0.71,0.09,0.04,0.13,2.39,0,2.39,1.16,0,1.16,3.55,0,3.55,0.12,0,0.12,0.53,0,0.53,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67,0,8.67,88.23,0,88.23,96.9,0,96.9,0.5,0,0.5
NY,36,Tioga County,107,36107,,0500000US36107,2015,49.453,0.131640143,29.434,1.588,31.022,3.3,0,3.3,0.15,0,0.15,3.45,0,3.45,18.431,1.38,0,1.38,75,2.33,75,3.71,0,0,0,0,0,0,0,0,0,0.07,0.48,0.55,--,0.53,1.16,0.1,0.01,1.27,0.04,0.26,0.3,--,0.29,0.56,0.1,0.01,0.67,0.03,0.22,0.25,--,0.24,0.6,0,0,0.6,0.18,0.09,0.27,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0.7,0,0.7,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,0,5.09,1.42,0,1.42,6.51,0,6.51,0.53,0,0.53
NY,36,Tompkins County,109,36109,,0500000US36109,2015,104.926,1.418714141,17.774,77.327,95.101,1.08,0,1.08,6.79,0,6.79,7.87,0,7.87,9.825,0.74,0,0.74,75,7.13,75,7.87,0,0,0,0,0,0,0,0,0,0.03,0.22,0.25,--,0.23,0.55,0.04,0,0.59,0.01,0.1,0.11,--,0.1,0.21,0.04,0,0.25,0.02,0.12,0.14,--,0.13,0.34,0,0,0.34,0.24,0.13,0.37,0,0,0,0,0,0,0,0,0,1.13,0,1.13,4.66,0,4.66,5.79,0,5.79,0,0,0,133.84,0,133.84,133.84,0,133.84,0,0,1.49,0,1.49,531.52,0,0,0,133.84,0,133.84,133.84,0,133.84,0,0,1.49,0,1.49,531.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,3.22,145.64,0,145.64,148.86,0,148.86,1.72,0,1.72
NY,36,Ulster County,111,36111,,0500000US36111,2015,180.143,2.32687365,50.757,55.274,106.031,2.47,0,2.47,391.76,0,391.76,394.23,0,394.23,74.112,5.56,0,5.56,75,7.95,75,13.51,0.01,0,0.01,0.21,0,0.21,0.22,0,0.22,0.44,1.9,2.34,--,2.22,3.98,0.98,0.07,5.03,0.32,1.48,1.8,--,1.71,3.19,0.98,0.07,4.24,0.12,0.42,0.54,--,0.51,0.79,0,0,0.79,0.05,0.03,0.08,0.67,0,0.67,15.45,0,15.45,16.12,0,16.12,0.14,0,0.14,0.48,0,0.48,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34,0,9.34,409.83,0,409.83,419.17,0,419.17,2.22,0,2.22
NY,36,Warren County,113,36113,,0500000US36113,2015,64.688,0.603357655,6.138,45.355,51.493,0.69,0,0.69,10.87,0,10.87,11.56,0,11.56,13.195,0.99,0,0.99,75,3.86,75,4.85,0.52,0,0.52,25.54,0,25.54,26.06,0,26.06,0.02,0.23,0.25,--,0.24,0.48,0.01,0,0.49,0,0.02,0.02,--,0.02,0.05,0.01,0,0.06,0.02,0.21,0.23,--,0.22,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,2.39,36.64,0,36.64,39.03,0,39.03,0.24,0,0.24
NY,36,Washington County,115,36115,,0500000US36115,2015,62.23,0.544914029,22.871,7.886,30.757,1.19,0,1.19,1.4,0,1.4,2.59,0,2.59,31.473,2.36,0,2.36,75,2.31,75,4.67,0,0,0,4.9,0,4.9,4.9,0,4.9,0.04,0.37,0.41,--,0.39,0.76,0.17,0.01,0.94,0.03,0.25,0.28,--,0.27,0.42,0.17,0.01,0.6,0.01,0.12,0.13,--,0.12,0.34,0,0,0.34,0.57,0.31,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0.33,0,0.33,0,0,0,22.44,0,22.44,22.44,0,22.44,0,0,0.23,0,0.23,72.97,0,0,0,22.44,0,22.44,22.44,0,22.44,0,0,0.23,0,0.23,72.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,4.16,29.75,0,29.75,33.91,0,33.91,0.62,0,0.62
NY,36,Wayne County,117,36117,,0500000US36117,2015,91.446,4.898300636,12.752,55.954,68.706,0.99,0,0.99,6.85,0,6.85,7.84,0,7.84,22.74,1.71,0,1.71,75,5.15,75,6.86,0.33,0,0.33,0,0,0,0.33,0,0.33,0.17,1.29,1.46,--,1.39,1.03,1.45,0.04,2.52,0.14,1.04,1.18,--,1.12,0.41,1.45,0.04,1.9,0.03,0.25,0.28,--,0.27,0.62,0,0,0.62,0.28,0.15,0.43,0.21,0,0.21,0.21,0,0.21,0.42,0,0.42,0.18,0,0.18,0.11,0,0.11,0.29,0,0.29,0,0,0,435.45,0,435.45,435.45,0,435.45,0,0,3.96,0,3.96,4801.39,0,0,0,435.45,0,435.45,435.45,0,435.45,0,0,3.96,0,3.96,4801.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,3.87,444.06,0,444.06,447.93,0,447.93,5.35,0,5.35
NY,36,Westchester County,119,36119,,0500000US36119,2015,976.396,0.073033892,237.373,696.062,933.435,2.8,0,2.8,62.63,0,62.63,65.43,0,65.43,42.961,3.22,0,3.22,75,70.01,75,73.23,0,0,0,0,8.43,8.43,0,8.43,8.43,0.46,2.18,2.64,--,2.51,3.12,0.04,0,3.16,0.01,0.06,0.07,--,0.07,0.11,0.04,0,0.15,0.45,2.12,2.57,--,2.44,3.01,0,0,3.01,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109.6,2109.6,0,2109.6,2109.6,0,0,0,21.11,21.11,16817.91,0,0,0,0,2109.6,2109.6,0,2109.6,2109.6,0,0,0,21.11,21.11,16817.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,6.5,64.81,2118.03,2182.84,71.31,2118.03,2189.34,2.51,21.11,23.62
NY,36,Wyoming County,121,36121,,0500000US36121,2015,41.013,0.19920513,3.066,21.778,24.844,0.87,0,0.87,2.39,0,2.39,3.26,0,3.26,16.169,1.21,0,1.21,75,1.86,75,3.07,0,0,0,0,0,0,0,0,0,0.19,1.41,1.6,--,1.52,3.34,0.45,0.06,3.85,0.17,1.23,1.4,--,1.33,2.85,0.45,0.06,3.36,0.02,0.18,0.2,--,0.19,0.49,0,0,0.49,1.14,0.61,1.75,0,0,0,0,0,0,0,0,0,0,0.47,0.47,0.31,0,0.31,0.31,0.47,0.78,0.04,0,0.04,0,0,0,0.04,0,0.04,0,0,0.03,0,0.03,112.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0,0,0.04,0,0.04,0,0,0.03,0,0.03,112.08,3.45,0.47,3.92,4.72,0,4.72,8.17,0.47,8.64,1.55,0,1.55
NY,36,Yates County,123,36123,,0500000US36123,2015,25.048,0.122963909,0,14.088,14.088,0.19,0,0.19,0.91,0,0.91,1.1,0,1.1,10.96,0.82,0,0.82,75,1.06,75,1.88,0,0,0,0.08,0,0.08,0.08,0,0.08,0.04,0.34,0.38,--,0.36,0.19,0.45,0.01,0.65,0.04,0.32,0.36,--,0.34,0.13,0.45,0.01,0.59,0,0.02,0.02,--,0.02,0.06,0,0,0.06,0.4,0.21,0.61,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.07,0,0.07,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,1.47,1.61,0,1.61,3.08,0,3.08,0.36,0,0.36
NC,37,Alamance County,1,37001,,0500000US37001,2015,158.276,0.142662185,3.279,105.08,108.359,0.18,0,0.18,15.17,0,15.17,15.35,0,15.35,49.917,3.49,0,3.49,70,7.59,70,11.08,0,0,0,0.05,0,0.05,0.05,0,0.05,0,3.32,3.32,--,3.32,1.84,0,0,1.84,0,1.92,1.92,--,1.92,1.24,0,0,1.24,0,1.4,1.4,--,1.4,0.6,0,0,0.6,0.15,0.15,0.3,0,--,0,0,--,0,0,--,0,0.03,0,0.03,0.04,0,0.04,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,3.85,0,3.85,18.73,0,18.73,22.58,0,22.58,3.32,0,3.32
NC,37,Alexander County,3,37003,,0500000US37003,2015,37.325,0.10877428,0.348,23.68,24.028,0.03,0,0.03,0,0,0,0.03,0,0.03,13.297,0.93,0,0.93,70,1.68,70,2.61,0,0,0,0,0,0,0,0,0,0.21,1.84,2.05,--,2.05,1.25,0,0,1.25,0.18,1.53,1.71,--,1.71,1.1,0,0,1.1,0.03,0.31,0.34,--,0.34,0.15,0,0,0.15,0.42,0.63,1.05,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,1.59,0,1.59,2.47,0,2.47,4.06,0,4.06,2.05,0,2.05
NC,37,Alleghany County,5,37005,,0500000US37005,2015,10.837,0.282365968,2.004,1.067,3.071,0.31,0,0.31,0,0,0,0.31,0,0.31,7.766,0.54,0,0.54,70,0.21,68,0.75,0,0,0,0,0,0,0,0,0,0.13,1.74,1.87,--,1.87,1.07,0,0,1.07,0.13,1.26,1.39,--,1.39,0.77,0,0,0.77,0,0.48,0.48,--,0.48,0.3,0,0,0.3,0.14,0.2,0.34,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,1.12,0,1.12,1.94,0,1.94,3.06,0,3.06,1.87,0,1.87
NC,37,Anson County,7,37007,,0500000US37007,2015,25.759,0.580767887,0,17.141,17.141,0,0,0,8.8,0,8.8,8.8,0,8.8,8.618,0.6,0,0.6,70,1.2,70,1.8,0,0,0,0,0,0,0,0,0,0.35,2.45,2.8,--,2.8,1.66,0.63,0,2.29,0.33,2.3,2.63,--,2.63,1.58,0.63,0,2.21,0.02,0.15,0.17,--,0.17,0.08,0,0,0.08,0.56,0.3,0.86,0,--,0,0,--,0,0,--,0,0,0,0,1.9,0,1.9,1.9,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,1.51,0,1.51,13.45,0,13.45,14.96,0,14.96,2.8,0,2.8
NC,37,Ashe County,9,37009,,0500000US37009,2015,27.02,0.206143597,3.876,0.885,4.761,0.49,0,0.49,0.18,0,0.18,0.67,0,0.67,22.259,1.56,0,1.56,70,0.33,69,1.89,0,0,0,0,0,0,0,0,0,0.28,2.78,3.06,--,3.06,0.93,0.02,0,0.95,0.28,2.54,2.82,--,2.82,0.78,0.02,0,0.8,0,0.24,0.24,--,0.24,0.15,0,0,0.15,0.11,0.15,0.26,0,--,0,0,--,0,0,--,0,0.02,0,0.02,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,2.46,0,2.46,3.11,0,3.11,5.57,0,5.57,3.06,0,3.06
NC,37,Avery County,11,37011,,0500000US37011,2015,17.689,1.630391769,10.782,0.597,11.379,1.56,0,1.56,0.01,0,0.01,1.57,0,1.57,6.31,0.44,0,0.44,70,0.8,70,1.24,0,0,0,1.13,0,1.13,1.13,0,1.13,0.21,4.89,5.1,--,5.1,1.83,0.02,0,1.85,0.21,3.87,4.08,--,4.08,1.19,0.02,0,1.21,0,1.02,1.02,--,1.02,0.64,0,0,0.64,0,0.02,0.02,0,--,0,18.43,--,18.43,18.43,--,18.43,1.52,0,1.52,0.63,0,0.63,2.15,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,3.73,0,3.73,25.11,0,25.11,28.84,0,28.84,5.1,0,5.1
NC,37,Beaufort County,13,37013,,0500000US37013,2015,47.651,0.672388827,46.928,0,46.928,4.31,0,4.31,0,0,0,4.31,0,4.31,0.723,0.05,0,0.05,69,3.28,70,3.33,0.14,0,0.14,0,0,0,0.14,0,0.14,3.1,0.78,3.88,--,3.88,3.46,0.07,0,3.53,2.74,0.69,3.43,--,3.43,3.24,0.07,0,3.31,0.36,0.09,0.45,--,0.45,0.22,0,0,0.22,0.2,0,0.2,9.92,--,9.92,2.29,--,2.29,12.21,--,12.21,11.25,0,11.25,0,0,0,11.25,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,28.97,0,28.97,3.07,0,3.07,32.04,0,32.04,3.88,0,3.88
NC,37,Bertie County,15,37015,,0500000US37015,2015,20.199,0.359423734,16.709,0,16.709,1.68,0,1.68,0,0,0,1.68,0,1.68,3.49,0.24,0,0.24,69,1.17,70,1.41,2,0,2,0,0,0,2,0,2,0.12,2.39,2.51,--,2.51,3.05,0,0,3.05,0.11,2.16,2.27,--,2.27,2.94,0,0,2.94,0.01,0.23,0.24,--,0.24,0.11,0,0,0.11,0.68,0.03,0.71,0,--,0,0,--,0,0,--,0,0.12,0,0.12,0,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,4.84,0,4.84,2.42,0,2.42,7.26,0,7.26,2.51,0,2.51
NC,37,Bladen County,17,37017,,0500000US37017,2015,34.318,1.761466286,15.881,0,15.881,2.49,0,2.49,34.86,0,34.86,37.35,0,37.35,18.437,1.29,0,1.29,70,1.11,70,2.4,0.17,0,0.17,11.34,0,11.34,11.51,0,11.51,2.19,5.11,7.3,--,7.3,5.62,0.11,0,5.73,2.14,5,7.14,--,7.14,5.54,0.11,0,5.65,0.05,0.11,0.16,--,0.16,0.08,0,0,0.08,2.78,0.15,2.93,0.07,--,0.07,0,--,0,0.07,--,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,8.99,0,8.99,51.46,0,51.46,60.45,0,60.45,7.3,0,7.3
NC,37,Brunswick County,19,37019,,0500000US37019,2015,122.765,0.098480837,13.416,103.21,116.626,2.8,0,2.8,0,0,0,2.8,0,2.8,6.139,0.43,0,0.43,70,8.16,70,8.59,0.01,0,0.01,0,0,0,0.01,0,0.01,1.5,5.73,7.23,--,7.23,3.87,0,0,3.87,0.32,1.27,1.59,--,1.59,1.19,0,0,1.19,1.18,4.46,5.64,--,5.64,2.68,0,0,2.68,0.06,0.26,0.32,0,--,0,0,--,0,0,--,0,1.3,0,1.3,0,0,0,1.3,0,1.3,0,0,0,0,1355,1355,0,1355,1355,0,0,0,13.55,13.55,15286.7,0,0,0,0,1355,1355,0,1355,1355,0,0,0,13.55,13.55,15286.7,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,6.1,0,6.1,5.99,1355,1360.99,12.09,1355,1367.09,7.23,13.55,20.78
NC,37,Buncombe County,21,37021,,0500000US37021,2015,253.178,1.101912488,14.467,142.464,156.931,1.38,0,1.38,19.74,0,19.74,21.12,0,21.12,96.247,6.74,0,6.74,70,10.99,70,17.73,0,0,0,0,0,0,0,0,0,0.04,1.89,1.93,--,1.93,1.38,0,0,1.38,0.04,0.99,1.03,--,1.03,0.82,0,0,0.82,0,0.9,0.9,--,0.9,0.56,0,0,0.56,0.08,0.16,0.24,0,--,0,13.82,--,13.82,13.82,--,13.82,0,0,0,0.13,0,0.13,0.13,0,0.13,0,0,0,235,0,235,235,0,235,0,0,0.63,0,0.63,1590.43,0,0,0,235,0,235,235,0,235,0,0,0.63,0,0.63,1590.43,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,8.24,0,8.24,270.74,0,270.74,278.98,0,278.98,2.56,0,2.56
NC,37,Burke County,23,37023,,0500000US37023,2015,88.842,0.383940028,0.804,67.64,68.444,0.04,0,0.04,22.96,0,22.96,23,0,23,20.398,1.43,0,1.43,70,4.79,70,6.22,0,0,0,0,0,0,0,0,0,0.46,8.99,9.45,--,9.45,2.77,0.1,0,2.87,0.44,8.53,8.97,--,8.97,2.47,0.1,0,2.57,0.02,0.46,0.48,--,0.48,0.3,0,0,0.3,0.07,0.1,0.17,0,--,0,0,--,0,0,--,0,0.06,0,0.06,0,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,2.06,0,2.06,32.05,0,32.05,34.11,0,34.11,9.45,0,9.45
NC,37,Cabarrus County,25,37025,,0500000US37025,2015,196.762,0.116892489,8.188,150.711,158.899,1.02,0,1.02,16.52,0,16.52,17.54,0,17.54,37.863,2.65,0,2.65,70,11.12,70,13.77,0,0,0,0,0,0,0,0,0,0.15,1.81,1.96,--,1.96,0.74,0.01,0,0.75,0.1,1.16,1.26,--,1.26,0.44,0.01,0,0.45,0.05,0.65,0.7,--,0.7,0.3,0,0,0.3,0.14,0.14,0.28,0,--,0,0,--,0,0,--,0,0.52,0,0.52,0.05,0,0.05,0.57,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,4.48,0,4.48,18.52,0,18.52,23,0,23,1.96,0,1.96
NC,37,Caldwell County,27,37027,,0500000US37027,2015,81.287,0.198063651,1.659,63.272,64.931,0.05,0,0.05,7.11,0,7.11,7.16,0,7.16,16.356,1.14,0,1.14,70,4.55,70,5.69,0,0,0,0.23,0,0.23,0.23,0,0.23,0.74,6.65,7.39,--,7.39,2.22,0.03,0,2.25,0.68,6.11,6.79,--,6.79,1.84,0.03,0,1.87,0.06,0.54,0.6,--,0.6,0.38,0,0,0.38,0.04,0.07,0.11,0.01,--,0.01,0.03,--,0.03,0.04,--,0.04,0.03,0,0.03,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,2.01,0,2.01,14.09,0,14.09,16.1,0,16.1,7.39,0,7.39
NC,37,Camden County,29,37029,,0500000US37029,2015,10.309,0.10961296,7.496,0,7.496,0.71,0,0.71,0,0,0,0.71,0,0.71,2.813,0.2,0,0.2,71,0.52,69,0.72,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0.17,--,0.17,0,--,0,0.17,--,0.17,0.05,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,1.13,0,1.13,0,0,0,1.13,0,1.13,0,0,0
NC,37,Carteret County,31,37031,,0500000US37031,2015,68.879,0.154909334,56.353,0,56.353,6.97,0,6.97,0,0,0,6.97,0,6.97,12.526,0.88,0,0.88,70,3.94,70,4.82,0.04,0,0.04,0,0,0,0.04,0,0.04,2.26,0.46,2.72,--,2.72,1.59,0,0,1.59,1.44,0.25,1.69,--,1.69,1.1,0,0,1.1,0.82,0.21,1.03,--,1.03,0.49,0,0,0.49,0.01,0,0.01,0,--,0,0.05,--,0.05,0.05,--,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,10.16,0,10.16,0.51,0,0.51,10.67,0,10.67,2.72,0,2.72
NC,37,Caswell County,33,37033,,0500000US37033,2015,22.941,0.153437078,0.842,2.716,3.558,0.05,0,0.05,0.38,0,0.38,0.43,0,0.43,19.383,1.36,0,1.36,70,0.25,70,1.61,0,0,0,0,0,0,0,0,0,1.57,0,1.57,--,1.57,0.89,0,0,0.89,1.4,0,1.4,--,1.4,0.81,0,0,0.81,0.17,0,0.17,--,0.17,0.08,0,0,0.08,0.14,0.01,0.15,0,--,0,0,--,0,0,--,0,0.01,0,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,3.13,0,3.13,0.39,0,0.39,3.52,0,3.52,1.57,0,1.57
NC,37,Catawba County,35,37035,,0500000US37035,2015,155.056,5.541804251,10.369,99.558,109.927,0.69,0,0.69,3.6,0,3.6,4.29,0,4.29,45.129,3.16,0,3.16,70,7.69,70,10.85,0,0,0,0,0,0,0,0,0,0.66,2.69,3.35,--,3.35,1.41,0.07,0,1.48,0.42,1.73,2.15,--,2.15,0.89,0.07,0,0.96,0.24,0.96,1.2,--,1.2,0.52,0,0,0.52,0.14,0.26,0.4,0,--,0,0,--,0,0,--,0,0,0,0,0.09,0,0.09,0.09,0,0.09,0,0,0,848,0,848,848,0,848,0,0,9.64,0,9.64,7658.26,0,0,0,848,0,848,848,0,848,0,0,9.64,0,9.64,7658.26,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,4.65,0,4.65,854.64,0,854.64,859.29,0,859.29,12.99,0,12.99
NC,37,Chatham County,37,37037,,0500000US37037,2015,70.928,0.437626889,1.388,40.647,42.035,0.09,0,0.09,25.33,0,25.33,25.42,0,25.42,28.893,2.02,0,2.02,70,2.94,70,4.96,0,0,0,0.08,0,0.08,0.08,0,0.08,0.23,2.14,2.37,--,2.37,1.41,0.41,0,1.82,0.13,1.2,1.33,--,1.33,0.96,0.41,0,1.37,0.1,0.94,1.04,--,1.04,0.45,0,0,0.45,0.7,0.23,0.93,0,--,0,0,--,0,0,--,0,0.2,0,0.2,0.02,0,0.02,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,3.24,0,3.24,27.8,0,27.8,31.04,0,31.04,2.37,0,2.37
NC,37,Cherokee County,39,37039,,0500000US37039,2015,27.178,0.632864817,2.006,7.523,9.529,0.16,0,0.16,1.57,0,1.57,1.73,0,1.73,17.649,1.24,0,1.24,70,0.67,70,1.91,0,0,0,0,0,0,0,0,0,0.05,0.28,0.33,--,0.33,0.22,0,0,0.22,0.05,0.16,0.21,--,0.21,0.14,0,0,0.14,0,0.12,0.12,--,0.12,0.08,0,0,0.08,0.03,0.13,0.16,0,--,0,13.73,--,13.73,13.73,--,13.73,0.01,0,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,1.49,0,1.49,15.71,0,15.71,17.2,0,17.2,0.33,0,0.33
