Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/18/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
Gabon,GAB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,403.9126662,459.1046047,471.1627089,790.4376306,973.4139936,1672.465397,2686.247788,2185.908929,1497.587778,798.9566662,2622.4273,3017.024721,3012.29187,2599.518388,2705.841976,2257.829318,2505.773533,2119.839693,2929.172794,2553.330595,2819.080451,3005.194817,2808.442843,1846.855466,1905.899991,2180.932556,2280.413099,2146.335694,2357.588145,2098.103056,1632.828814,2174.430963,2506.438771,3019.79473,3059.30373,3586.856782,3647.863998,3990.631521,4546.377243,4493.46964,4509.270505,4970.009561,4929.373865,5298.872844,6149.64139,5213.817155,5067,,164
Peru,PER,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,487.8347072,534.2112797,576.615189,655.7099951,797.2580091,972.0693142,878.791087,791.3960279,638.3129284,746.2154285,815.5844794,1017.910121,1019.763836,753.4062407,741.3712919,687.4780963,639.8688076,853.2413976,553.1545787,814.5508024,983.8489075,1370.843387,1411.578765,1343.213414,1696.721711,1960.307415,2009.581669,2072.198092,1968.777772,1727.766174,1733.533886,1739.920169,1808.423118,1899.780588,2070.796771,2266.693389,2405.543522,2775.690427,3332.12217,3365.185518,3983.947339,4498.162901,5097.747937,5388.195889,5365.11044,5042.297255,4957,,54
Ecuador,ECU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,433.9552826,399.6079614,451.3318189,536.8756824,852.3309195,999.8423462,1130.746093,1350.002104,1412.972179,1515.440058,1860.144115,2264.258406,2018.376575,1598.003876,1531.525331,1485.086777,1345.69613,1156.822713,1031.930071,1045.329067,1105.415148,1302.344497,1396.192241,1444.32753,1694.716275,1767.650331,1753.760709,1966.657307,1934.299197,1250.714199,1070.481079,1524.27293,1787.955601,1960.640674,2090.351907,2264.049919,2464.428168,2634.054486,3263.527529,3449.233373,3683.597336,4083.63702,4539.552974,4869.471137,5113.108374,5101.469859,4938,,114
Colombia,COL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,280.7895234,297.3250317,323.7674007,381.5004686,439.9428236,452.0817426,520.6047126,660.7364924,779.5240653,904.1550137,1054.250885,1115.013087,1147.935665,1093.483487,1056.721145,932.130729,937.5491578,924.6551874,998.2518175,955.3008703,934.6172959,978.069368,1166.440942,1322.545994,1949.408524,2154.1415,2181.56548,2356.723414,2150.799168,1795.399244,2007.341885,1974.360077,1931.60971,1812.686478,2201.281478,2699.821776,2936.431593,3732.661895,4269.024533,4158.912948,4986.449737,5574.162914,6163.536455,6341.800862,6297.218084,5033.500039,4820,,53
Thailand,THA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,176.7077498,188.6928897,243.7910579,304.2447072,320.8498908,356.5314301,404.6873232,481.8937286,531.9974856,607.6810351,639.7274372,656.4581316,708.9032619,719.8404036,649.4679493,701.6541276,812.8139601,980.6809418,1136.337066,1302.421691,1479.821442,1651.490785,1899.475135,2130.313139,2417.096575,2546.882175,1996.146202,1425.046221,1609.765059,1587.138853,1471.602886,1654.549428,1864.890035,2118.383686,2278.908995,2678.872413,3191.225734,3453.521754,3338.772519,4013.952865,4378.948029,4515.955434,4648.102945,4514.865105,4480.837361,4490,,46
IBRD only,IBD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,179.5365498,192.1598005,211.122521,265.4224713,315.9887249,331.7007814,349.7343947,387.8122034,406.9390401,459.6500956,524.355055,568.7470477,552.9034887,531.3635608,533.540228,548.0217347,569.4747472,566.7571948,611.8152426,654.9813756,732.2233935,805.9065458,814.4415002,875.5163765,967.3304518,1072.799251,1168.987503,1227.522954,1187.835415,1138.563882,1213.298287,1215.717543,1223.641342,1357.621676,1587.547802,1860.013028,2170.930157,2690.384695,3149.5631,3096.598136,3685.285994,4241.034739,4478.246457,4677.212696,4816.527976,4533.332835,4469,,#N/A
Fiji,FJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1682.506728,1684.800502,1537.33718,1432.208834,1474.205215,1423.867215,1599.415879,1436.707389,1345.321072,1432.221895,1569.217576,1615.806441,1766.049113,1873.472089,2016.276834,2218.378494,2393.433771,2285.849536,1767.050527,2046.165334,1866.34315,1798.407796,2061.978614,2548.702717,3028.218316,3382.82202,3269.257095,3644.623019,3745.81965,3073.447005,3221.28761,3686.372489,3818.902124,4136.444051,4217.076917,4131.984274,4354,,97
Belarus,BLR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.199352,1377.106164,1152.209808,1063.911979,1140.498511,1113.188642,1235.300538,1001.308673,1076.877169,1063.709974,1288.605471,1613.540029,2124.235399,2795.051735,3429.683697,4205.745094,5684.19513,4561.687932,5364.951313,5802.182087,6169.451771,7005.548989,7335.552642,5170.602471,4297,,37
South Africa,ZAF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,728.2453391,737.8308357,991.0403185,1194.883706,1171.831092,1070.709854,1145.76267,1285.099961,1510.298946,2059.341269,2201.846089,1959.339092,2057.753615,2069.888686,1509.320312,1752.540056,2311.589772,2525.085702,2715.548369,2380.387253,2565.594345,2774.502037,2745.833268,2801.107618,3056.762415,2850.449551,2909.673799,2575.347975,2516.951208,2473.973546,2135.158326,2031.377753,3041.353473,3937.793999,4407.109073,4556.564584,4817.960311,4361.517164,4715.075694,5847.986022,6388.307546,6031.215907,5487.5861,5178.268319,4687.381253,4263,,74
Jamaica,JAM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,690.3803617,872.3495692,868.9134241,1092.106153,1274.127736,1241.179471,1327.262455,1055.808236,896.1703217,960.0640534,1085.708781,1188.505949,1266.380226,779.0204167,664.5356136,924.6127042,1108.192615,1319.97568,1523.810968,1557.655077,1356.453729,1194.493372,1719.421612,1690.984134,1990.71092,2255.438557,2596.344566,2958.799678,2927.791161,2953.370159,2952.294796,3091.270956,2984.144356,3214.463057,3509.717609,3734.580082,3991.950052,4293.628373,3700.009108,4124.436338,4528.606723,4720.178942,4482.45214,4357.279394,4394.195502,4226,,67
Serbia,SRB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428.711332,4448.819634,5423.152581,4771.848065,4392.991784,5205.051813,4508.327598,5023.923128,4923.351015,4126.072901,4225,,47
Bosnia and Herzegovina,BIH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.1513916,392.345695,653.2835389,875.9917317,1261.533914,1378.477132,1535.109088,1575.009927,1785.647321,2197.431468,2559.1524,2826.941838,3188.464362,3823.543667,4665.769962,4316.488722,4106.108982,4402.58328,4068.267369,4416.739575,4520.222856,3968.588752,4130,,81
"Macedonia, FYR",MKD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.6627196,1316.748244,1757.699481,1748.142396,1477.070483,1422.892382,1451.070652,1487.39139,1462.821189,1565.809442,1881.061267,2158.998279,2358.068936,2617.274758,2864.136778,3665.165546,3544.828102,3458.021019,3889.101994,3575.246529,4052.60665,4273.504607,3774.506361,4015,,10
Equatorial Guinea,GNQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,175.3609202,100.7409104,107.1154244,118.3714669,128.9033666,145.212048,170.8274218,209.1396665,215.4823475,179.8691866,259.4115318,256.6186866,305.8412812,253.867335,168.1839959,176.660754,270.5725899,222.121807,236.7051804,105.563176,,,,,,,1725.206487,4287.731365,5390.37681,4972.052229,2930.218262,4094.783199,4598.915358,5438.137375,6111.873722,4631.198156,3984,,178
"Iran, Islamic Rep.",IRN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,327.2267885,403.7170519,505.5845748,793.4900409,1081.333331,1223.635055,1534.990643,1728.211153,1544.085049,1834.441579,2041.076111,2153.187049,2551.909845,2990.240632,3005.062183,3215.065005,3608.341114,2190.471039,1910.818123,1784.979572,1691.47347,,,770.4613261,874.4346316,1198.158154,1403.806448,1349.738705,1346.856482,1322.083546,1190.747188,1446.760995,1507.698012,1759.552417,2138.296625,2500.028915,2873.351972,3824.609428,4308.47724,4538.801333,5338.755915,6236.743829,6214.783345,4626.140467,4247.951551,3775.739095,3967,,120
Guyana,GUY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,663.1221117,596.5224862,482.8652083,484.1759195,422.4895539,456.6200596,499.677515,321.4016218,402.5217435,330.9953868,359.5448919,314.9002616,370.1567024,488.699927,623.921635,730.5426735,832.9586959,860.5224974,828.436016,820.2769702,849.279221,818.7919725,858.5848803,884.6656467,854.0954992,993.2640324,1925.699861,2278.043718,2404.953499,2534.365238,2670.881118,2904.600952,3124.526546,3302.401185,3527.199607,3628.251884,3949,,124
Middle income,MIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,162.9243105,171.6387168,189.9873288,231.5754878,276.4718473,306.9711248,323.6297452,355.6498578,376.5445066,420.9065158,481.3536804,522.1202944,506.8481482,478.5155724,485.9951459,496.8263245,508.3196791,506.9903475,545.3399373,594.8942539,646.2150258,695.8851038,686.8966652,733.3093112,804.4424685,894.4288148,975.165267,1022.58994,982.134531,947.2407335,1013.444546,1015.378951,1058.670997,1172.625134,1364.813715,1589.319098,1863.137824,2298.237088,2677.830896,2650.681175,3173.230366,3635.977986,3849.998911,4021.65564,4165.609575,3917.651787,3860,,#N/A
Namibia,NAM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.097373,1853.639123,2013.843954,1861.04711,2060.270416,2216.650724,2120.943516,2131.41162,1949.926751,1828.671955,1860.298948,1640.822413,1542.338793,2301.57896,2945.344381,3088.684199,3372.557879,3573.023737,3501.735816,3607.383828,4396.473198,4777.235156,4887.913506,4825.875358,4748.789668,4162.813185,3748,,108
Jordan,JOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,363.8913696,404.6559952,471.9980223,580.4330586,644.2292186,772.7193705,932.8052641,1126.161925,1367.88694,1562.744649,1694.952328,1718.924407,1707.157987,1607.951904,1517.419627,1881.481293,1889.977251,1646.928845,1060.733542,1004.827849,937.7175006,1130.524244,1142.330749,1219.6903,1274.545973,1256.762721,1290.931084,1400.450867,1403.597369,1490.70115,1568.320289,1630.384918,1711.966106,1897.157806,2032.688997,2373.538937,2588.44032,3142.500152,3249.910753,3323.350027,3431.018537,3478.776892,3594.631996,3654.281535,3677.082783,3686,,118
Belize,BLZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1262.927451,1214.775148,1067.361706,1090.720863,1140.121501,1117.614033,1239.935217,1438.4275,1601.146189,1806.027176,2013.229045,2122.440232,2421.737728,2573.607774,2614.37732,2735.370089,2740.450881,2711.31089,2723.097469,2727.463539,2664.127496,2657.044954,2781.479284,2811.262583,2849.352001,2944.456038,3038.585775,3010.324122,3006.606998,3131.311036,2984.17016,3220.028656,3386.519104,3435.408215,3616.47032,3799.852311,3676,,112
IDA & IBRD total,IBT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,171.5831411,181.5427235,198.8484288,246.4384588,295.762063,314.8211759,329.53534,362.8724727,383.9424925,430.0523351,492.2351506,531.4876499,515.3249668,489.6956716,487.3489112,498.4900081,515.0141006,513.3019815,552.0357393,583.7147493,647.0729754,706.9086377,710.3109835,755.2859037,823.2901854,912.766896,993.3149872,1038.847931,1004.940577,964.6182863,1023.819585,1020.926567,1028.428266,1137.928477,1324.862002,1543.414656,1799.212559,2213.147682,2584.919611,2537.235806,3023.000305,3459.221695,3645.773742,3801.438736,3920.469538,3689.542188,3622,,#N/A
Suriname,SUR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1856.324642,2180.086755,2241.768124,2102.386714,2065.115106,2025.773955,2056.938322,2199.208765,2597.700268,1143.789883,764.8771427,870.2599945,760.8114954,823.1686558,1175.191407,1380.435824,1663.18894,1748.066669,1778.172814,1509.930388,1529.738716,931.9463303,1644.70698,1952.633179,2143.261997,2718.159214,4171.875375,4714.676455,5345.274122,6044.035176,5650.561556,4599.934286,5360.277102,6084.827366,6535.776054,6405.199902,3620,,158
El Salvador,SLV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,295.0565065,306.6841158,341.2444325,380.9520182,420.2166445,519.9491533,641.583619,661.0283741,721.7847817,721.3202229,678.6640043,648.6885413,668.5439399,691.7202337,714.2081428,699.3261701,724.418356,758.8215823,782.3731564,839.502127,916.2960303,1026.694583,1191.50676,1377.277325,1601.834692,1719.64189,1829.312494,1956.501921,1990.486217,2086.020245,2169.086915,2228.531648,2318.133824,2410.982768,2601.478351,2813.908038,3027.048317,3211.16682,3042.633959,3145.563828,3393.40842,3371.152175,3406.267748,3475.846835,3571.960113,3609,,95
Albania,ALB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,519.8238187,522.3605453,624.3746065,595.0007801,575.7327444,611.5528435,539.5648334,290.3006411,175.5259872,341.923968,571.3529041,717.6025496,1000.438491,705.1624706,820.012269,1042.310201,1120.14233,1265.039627,1369.505677,1784.39647,2274.730598,2535.164806,2838.874385,3343.591615,3961.319155,3622.890286,3530.054028,3850.766176,3641.192766,3866.501647,3937.222372,3458.725714,3607,,58
Samoa,WSM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.114611,1385.811326,1322.354478,1365.332452,1379.180644,1440.25111,1601.145904,2015.157589,2111.640299,2263.483987,2474.552943,2866.712141,2541.048313,2949.391895,3362.266968,3583.416693,3595.245675,3581.491823,3610.049038,3496,,89
Guatemala,GTM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,314.9735131,323.0661333,383.7446319,460.8709579,511.8744909,604.3869763,741.3693544,799.6501422,885.0496466,974.7535402,1039.403994,1006.692235,1034.47106,1054.247371,1052.246195,755.5598664,723.7499968,784.2808523,825.9684509,724.9718766,881.1887979,958.0563875,1027.084484,1137.328576,1251.674831,1302.839309,1443.168982,1544.419178,1407.419456,1435.410556,1408.53171,1513.191889,1555.318007,1654.746338,1826.169015,1956.967178,2133.191208,2371.943846,2230.445336,2361.934751,2652.640491,2773.843101,2909.88452,3082.311989,3302.934784,3487,,88
Low & middle income,LMY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,159.1012989,167.6970335,185.5442348,225.6463656,269.6631671,299.4699819,314.8050315,345.6545287,366.8713265,408.9195344,466.7457636,504.3073049,490.3060986,462.9060936,468.0845619,477.8342689,488.8580497,486.7683804,522.5501908,566.7533628,614.556122,659.9004176,648.7783601,690.1939309,750.4681218,833.3412776,908.2193253,951.058338,913.4521504,880.7415238,942.0994295,941.2789761,980.1044448,1082.730894,1257.747769,1461.590757,1709.119635,2103.409932,2447.388893,2421.513615,2889.431346,3303.075081,3493.33189,3645.320646,3771.669312,3542.212341,3483,,#N/A
Sri Lanka,LKA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,159.5729852,170.8318018,187.1912361,228.2837334,231.8953285,205.1194713,232.5221486,156.3158732,214.3019483,252.0599534,270.3565872,291.8013478,308.6781639,349.9477644,350.1116623,370.4597467,380.3426266,393.5828336,388.2991263,440.3812327,483.908779,519.2884832,547.7005511,609.9906621,667.2723154,705.9181057,765.4314407,784.516895,771.3829042,799.4538104,773.2469493,809.3254957,922.7420281,995.4519014,1162.102429,1329.727135,1515.139868,1865.866009,1947.901149,2605.404237,2972.7914,3071.110924,3273.833884,3451.605531,3461.486962,3459,,110
Tonga,TON,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,665.3167241,657.6040872,629.1378772,664.6141159,624.4078455,715.8434317,843.8816306,1130.291196,1089.667268,1141.521346,1321.370242,1356.45189,1367.06873,1963.165266,1968.702686,2140.21269,2067.54541,1857.970925,1874.857,1880.71753,1673.127803,1724.423674,1882.176522,2120.668505,2379.11862,2707.609158,2763.600269,3184.431156,2904.231725,3336.866388,3789.16493,4223.024097,4015.429122,3863.581086,3773.049718,3436,,85
Iraq,IRQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,2449.142087,2112.57364,2237.118471,2081.950459,2359.067633,2304.947076,2280.837028,2646.073718,2968.585938,2908.430476,8400.808128,,,,,,,,,,,,,,1015.252086,1388.059966,1807.130625,2470.563129,3669.26831,3104.028617,3613.212083,4438.850775,5188.88328,5436.327159,5181.25709,3871.774428,3398,,165
Paraguay,PRY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517.132466,1704.071468,1629.048654,1443.991513,1298.614709,1161.962042,1085.717277,921.3104965,846.6791639,1036.257293,1102.981468,1368.681483,1857.157017,2491.373656,2075.04945,2567.000084,3272.959429,3079.684035,3627.262926,3845.712784,3320.763657,3288,,106
Pacific island small states,PSS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1192.160838,1189.490551,1115.063709,1055.695231,1124.679412,1069.793546,1150.071372,1077.260529,1093.656417,1141.198012,1208.367324,1276.336939,1360.895926,1407.97708,1542.156459,1670.798811,1770.422318,1870.495764,1552.223502,1679.460658,1562.468132,1487.989698,1576.2395,1838.21194,2154.776972,2350.586286,2354.510555,2570.563189,2727.712292,2316.839331,2500.222093,2855.187512,3041.206702,3256.565597,3295.948264,3269.973875,3288,,#N/A
Philippines,PHL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,171.5719471,178.6785923,218.5423778,304.4507997,319.4930369,356.6848755,401.7430125,456.2099523,525.7464914,606.7193428,657.1167143,656.588018,566.4311149,503.4943038,477.8659503,450.9386309,494.1449341,558.1751887,614.9595057,640.3380959,648.962275,750.7960808,751.6153692,875.6891735,989.8771271,1095.432913,1087.702928,1014.131326,1140.735963,1128.117571,1043.728026,1092.739286,1096.410927,1140.283214,1270.506845,1460.726674,1707.848493,2005.089621,1983.962289,2282.696452,2493.56675,2799.779653,3036.396192,3094.456675,3182.538621,3255,,99
Georgia,GEO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.7253716,587.2222162,644.2127195,660.8207638,697.2876748,824.9893689,1100.266047,1392.310138,1726.055025,2254.827024,2824.459366,2400.608881,2536.376962,3148.743338,3621.873753,3712.354971,3904.713718,3250.060804,3252,,16
Middle East & North Africa (IDA & IBRD countries),TMN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.2561072,904.5864606,1039.405897,1158.494043,1185.837593,1238.324444,1231.656558,1221.56677,1297.245692,1279.432905,1390.540517,1573.480804,1783.708094,2037.147399,2530.56696,3023.978326,3010.710004,3391.893639,3727.486005,3929.680504,3625.956059,3567.033985,3260.567616,3175,,#N/A
Middle East & North Africa (excluding high income),MNA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.987933,902.0633398,1036.266441,1154.716285,1181.673565,1233.898046,1227.169251,1217.024737,1292.317272,1274.462326,1385.014931,1567.088199,1776.305302,2028.518324,2519.634686,3010.554164,2996.983237,3376.017574,3709.544289,3910.23579,3607.523293,3548.408479,3243.080661,3158,,#N/A
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,209.1338297,219.6974538,228.0801803,243.1511628,218.5230277,265.7590801,296.546795,308.3774498,292.6287847,293.397603,347.0485237,362.0186724,404.8174337,433.4395601,454.5703538,487.0079468,544.6127885,646.4329922,551.146781,584.1701884,583.5025772,526.1006171,587.9939123,647.2178787,729.0458959,833.5195904,917.7329057,1071.182381,1167.040601,1197.556941,1284.336876,1263.108617,1093.918752,994.8582002,904.607157,980.0266761,1163.742992,1404.660271,1675.276548,2012.341593,2226.879758,2284.189669,2693.433294,2732.426515,2862.431588,3183.980788,3127,,122
Algeria,DZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,297.7325771,306.4746315,400.0646005,493.7489828,657.0422036,759.449174,816.2278689,930.2732728,1161.266717,1191.748848,1551.445201,1749.165912,1775.378671,1871.96365,2009.255809,2095.172497,2328.533355,2340.167589,2023.036342,1844.609653,1970.889454,1421.799715,1511.051566,1511.348272,1252.684806,1196.879516,1280.552808,1332.610467,1348.744785,1309.133377,1420.982192,1435.382385,1451.176228,1678.277605,2031.088981,2289.3062,2555.159283,3022.933804,3767.579583,3121.216402,3644.312028,4312.861225,4418.975672,4350.827761,4342.420307,3396.913441,3104,,156
Armenia,ARM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.7703643,,,539.6935216,606.0076707,682.849075,815.8932442,1047.910412,1475.618612,1959.619521,2886.462806,3741.633093,2723.483014,2918.110539,3143.545827,3280.341004,3514.236835,3589.730537,3173.764425,3088,,38
Azerbaijan,AZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.5810798,408.3528168,358.2568618,435.2048239,550.7757848,643.9447026,738.0923032,944.2377909,1322.077303,2048.954751,3307.213068,3405.003948,3920.787338,4639.036392,5151.252263,5774.793989,6106.651009,4478.772902,2875,,65
Indonesia,IDN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,72.66154071,71.70909506,80.10665868,113.4588842,158.9787549,188.5777271,227.2380241,267.4214458,295.8943668,241.8613296,352.418301,443.0042472,496.9384703,424.7504333,429.9055885,428.4970569,410.2093943,369.7682812,411.2450709,442.9897567,478.8209276,539.5036982,581.16748,721.8092534,810.4991936,908.7070445,1006.533589,942.5289924,394.2274282,556.7678576,633.2578161,534.7737689,658.8730357,774.1453341,813.9024482,873.8561792,1113.796107,1302.747335,1521.41279,1651.192943,2329.729458,2689.267957,2754.319172,2716.790055,2638.915489,2566.413927,2817,,91
Early-demographic dividend,EAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,195.7252938,207.7827365,224.5478997,280.1761807,366.8114659,386.10957,407.6488611,440.713122,475.2718531,529.9655362,641.4699309,722.1366533,681.2173703,667.2012011,641.5367606,648.8676286,648.3410738,633.8354352,668.0052034,658.328451,737.7420772,778.8402348,844.8922755,916.8868055,943.40372,935.136949,996.9127152,1051.038264,1026.690404,1058.864107,1112.52611,1081.160876,1033.548822,1126.289413,1283.172733,1460.509182,1641.703634,1943.331873,2136.551239,2077.408952,2472.054915,2708.003341,2784.972128,2802.010783,2886.800469,2798.869295,2804,,#N/A
Tunisia,TUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,253.8530047,293.8199908,383.0020036,449.7121903,556.1234737,665.3473677,672.4130793,741.7322769,841.947977,937.6991143,1105.986313,1058.759035,998.6723493,991.783482,937.19301,917.9434425,975.7648554,1015.843797,1051.060215,1025.217932,1249.087994,1281.835179,1364.949182,1239.786568,1320.634229,1517.423656,1612.204733,1718.592762,1805.248204,1878.119795,1720.801883,1791.593242,1852.344714,2204.746911,2476.11688,2473.321339,2617.32914,2847.635381,3073.331331,3171.26465,3146.248956,3192.138025,3112.401649,3140.400473,3262.349622,2959.671996,2788,,77
Mongolia,MNG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,1051.366373,1120.782179,1178.170305,873.1674218,871.3203307,1170.509712,1173.297671,1175.415591,1170.284783,867.7145198,937.8036932,507.6550655,297.8198785,340.6757503,532.1783182,513.4283301,433.4291578,419.986576,396.4899367,401.8201412,442.4189278,483.0634267,547.4243809,654.1933117,816.7611559,1012.608525,1260.249179,1597.630319,1272.771519,1829.388,2540.97531,3270.872573,3404.826984,3013.18083,2904.079457,2677,,64
Bolivia,BOL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,219.0317268,232.9243293,260.4806695,252.9886648,395.6526109,457.1785761,507.9211108,576.9587361,652.8256434,721.8519658,692.9741229,987.8007095,793.6658171,781.0256266,846.5110964,719.772615,526.5497186,576.680257,590.2629922,589.9535819,601.3164301,668.203047,700.9871249,699.6101,720.1939401,793.9906472,865.5182409,906.3976612,964.4129886,905.4103996,878.8133371,843.0844039,805.4080466,797.0955824,819.0718612,846.4411293,961.7265486,1063.340964,1379.241132,1452.926703,1588.682051,1833.53147,1985.488624,2210.85072,2355.333949,2484.49573,2528,,149
Eswatini,SWZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.878984,1210.395719,1322.814038,1324.271652,1294.382566,1607.843149,1541.363138,1614.346965,1381.26951,1368.4941,1450.201055,1334.516439,1138.282192,1713.019064,2201.364095,2669.242171,2575.244486,2675.976939,2448.103555,2557.919934,3012.043925,3391.491325,3331.732633,3149.255951,2936.201361,2659.162118,2382,,111
Bhutan,BTN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,228.1578846,235.3348428,217.7531668,232.5365924,262.4082515,264.6717923,298.6247411,384.2544191,434.9199877,436.453099,467.6721204,374.4881791,365.5336162,355.8320851,433.8800607,455.1872382,478.6078943,566.0197329,524.8041675,549.7376855,691.7648122,734.7154882,797.1572971,884.7040507,974.2946459,1119.245565,1204.108241,1537.661603,1561.28301,1521.717516,1819.062355,2045.177633,1991.577434,1963.039645,2090.299449,2111.908139,2199,,73
